index,capacity,chp,chp_capacity,city,commissioned,company,zone,eta,fuel,lat,lon,name,postcode,status,street,technology
3013,0.75,,,Alfoz,,"HIDROELECTRICA DE LA ONZA,S.L.",ES,,Hydro,43.5295875,-7.415137,LA ONZA,,,,
3014,12.5,,,Madrid,,"TOLSA,S.A.",ES,,Natural gas,40.4167047,-3.7035825,TOLSA,,,,
3015,13.18,,,Aranjuez,,"UFEFYS,S.L.",ES,,Oil,40.03221,-3.6039604,UFEFYS,,,,
3016,2.2,,,Madrid,,CARGILL S.L.U,ES,,Natural gas,40.4167047,-3.7035825,CARGILL ESPANA,,,,
3017,1.112,,,Penafiel,,"CIENER, SAU",ES,,Hydro,41.5975136,-4.1227931,LA JOSEFINA,,,,
3018,0.425,,,Soraluze/Placencia de las Armas,,"CENTRAL HIDROELECTR. DE SOLOGOEN,SA",ES,,Hydro,43.1743014,-2.412928,SOLOGOEN,,,,
3019,0.9,,,Merindad de Valdivielso,1993,"HIDROCONSA, S.A.",ES,,Hydro,42.8247133,-3.546652857,QUINTANA DE VALDIVIESO,,,,
3020,5,,,Zamarra,,CONFEDERACION HIDROGRAFICA DUERO,ES,,Hydro,40.5192206,-6.4527286,AGUEDA,,,,
3021,6.5,,,Miranda de Ebro,,"AB AZUCARERA IBERIA, S.L.",ES,,Natural gas,42.6855632,-2.9478451,AZUCARERA LEOPOLDO,,,,
3022,0.396,,,Herrera de Pisuerga,,"CENTRAL HIDROEL.SAN LORENZO ESCLUSA 9,CB",ES,,Hydro,42.5938269,-4.3310029,SAN LORENZO I,,,,
3023,1.049,,,Lucillo,,HIDROELECTRICA DEL BIERZO,ES,,Hydro,42.37635705,-6.37219479,MOLINAFERRERA,,,,
3024,0.22,,,Berastegi,,"ELECTRA PLAZAOLA, S.A.",ES,,Hydro,43.1241497,-1.9791586,FRANQUIA,,,,
3025,0.93,,,Martorell,,"HIDROELECTRICA DEL CADI, S.A.",ES,,Hydro,41.4769177,1.9283971,CAN BROS,,,,
3026,2.845,,,Vilallonga de Ter,,"CENPAR, S.A.",ES,,Hydro,42.331527,2.3117046,C.H. BRUTAU II,,,,
3027,0.34,,,Camprodon,,"ESTABANELL Y PAHISA, S.A.",ES,,Hydro,42.3110835,2.3651177,ROCASSES,,,,
3028,1.232,,,Betxi,,"EXAGRES, S.A.",ES,,Natural gas,39.9288302,-0.1974253,EXAGRES,,,,
3029,0.254,,,Ripoll,,"HILATURAS NOGUERA, S.A.",ES,,Hydro,42.1982391,2.1932496,HILATURAS NOGUERA,,,,
3030,1.99,,,Lliria,1997,"TEJAS Y LADRILLOS DEL MEDITERRANEO, S.A. -TYLMESA-",ES,,Natural gas,39.6251478,-0.5952749,TYLMESA,,,,
3031,0.3,,,Covarrubias,,ABADIA DE SANTO DOMINGO DE SILOS,ES,,Hydro,42.0592944,-3.5201803,LA RACHELA,,,,
3032,0.441,,,Alonsotegi,,"ARBUYO, S.L.",ES,,Hydro,43.2460224,-2.9890455,ARBUYO,,,,
3033,1.568,,,Villanueva de Duero,,"CIENER, SAU",ES,,Hydro,41.5179063,-4.8673384,SAN MIGUEL DEL PINO,,,,
3034,0.8,,,Langa de Duero,,"TEYSERC, S.A.",ES,,Hydro,41.6111953,-3.4004797,ALCOZAR,,,,
3035,0.215,,,Balmaseda,,ANDRES CASTRESANA LASA,ES,,Hydro,43.195853,-3.1966111,BALMASEDA,,,,
3036,19.77,,,Belorado,,"MINERA DE SANTA MARTA, S.A.",ES,,Oil,42.4197032,-3.1917821,MINERA DE SANTA MARTA,,,,
3037,0.037,,,Puebla de Arganzon (La),,ENRIQUE DEL VALLE GARCIA,ES,,Hydro,42.7666976,-2.8309644,LA PUEBLA DE ARGANZON,,,,
3038,0.63,,,Aranda de Duero,,"REDONDO HERMANOS, S.L.",ES,,Hydro,41.6715067,-3.6851172,ARANDA II,,,,
3039,33.6,,,Granada,,GRELVA S.R.L.,ES,,Oil,37.17812,-3.636121,"GRELVA, S.R.L.",,,,
3040,2.56,,,Linares,1999,CONFEDERACION HIDROGRAFICA DEL GUADALQUIVIR,ES,,Hydro,38.0928249,-3.6343581,SALTO DEL MOLINO DE GUADALEN,,,,
3041,1.7,,,Sanguesa/Zangoza,,"ACCIONA ENERGIA, S.A.",ES,,Hydro,42.5754899,-1.283336,IRABIA,,,,
3042,1.844,,,Pamplona/Iruna,,"LA PROTECTORA, S.A.",ES,,Natural gas,42.8184538,-1.6442556,LA PROTECTORA,,,,
3043,4,,,Azagra,,"ACCIONA ENERGIA, S.A.",ES,,Hydro,42.311403,-1.8946708,SALTO DE MACHIN,,,,
3044,4.875,,,Capellades,2011,"COGENERACIO J.VILASECA, SL",ES,,Other or unspecified energy sources,41.53,1.684787,CG J.VILASECA,,,,
3045,1.36,,,Pilona,,"NORVENTO HIDRAULICA, S.L.U.",ES,,Hydro,43.3340915,-5.331034991,C.H. EL RETORNO,,,,
3046,10,,,Flix,,"MINICENTRALES DOS, S.A.",ES,,Hydro,41.2340447,0.5560861,FLIX,,,,
3047,0.081,,,Navarcles,,"POLIGONO INDUSTRIAL CAN SEDO, S.A.",ES,,Hydro,41.7531567,1.9033612,EL RIU,,,,
3048,5.088,,,Castellgali,2004,"COLASEM, A.I.E.",ES,,Natural gas,41.6732765,1.8378043,COLASEM,,,,
3049,6.85,,,Nules,,"CERAMICA NULENSE, S.A. (CENUSA)",ES,,Natural gas,39.8535004,-0.155484,"CERAMICA NULENSE, S.A. (CENUSA)",,,,
3050,4.995,,,Alcora (l),2005,"TIERRA ATOMIZADA, S.A. FACTORIA III",ES,,Natural gas,40.0744223,-0.2138589,"TIERRA ATOMIZADA, S.A. FACTORIA III",,,,
3051,14.14,,,Puerto Lumbreras,,"AREMUSA AGUAS DE LA REG. DE MURCIA, S.A.",ES,,Natural gas,37.5635045,-1.8076233,AREMUSA I,,,,
3052,14.14,,,Puerto Lumbreras,,"AREMUSA AGUAS DE LA REG. DE MURCIA, S.A.",ES,,Natural gas,37.5635045,-1.8076233,AREMUSA IV,,,,
3053,14.14,,,Fortuna,,"MUSA MURCIANA DE AGUAS, S.A",ES,,Natural gas,38.1800547,-1.1259457,MUSA X,,,,
3054,14.14,,,Fortuna,,"MUSA MURCIANA DE AGUAS, S.A",ES,,Natural gas,38.1800547,-1.1259457,MUSA XII,,,,
3055,4.8,,,Mendavia,,"IBERICA DE ENERGIAS, S.L.",ES,,Hydro,42.4443286,-2.200421,MENDAVIA,,,,
3056,13.858,,,Sastago,,"ELECTRO METALURGICA DEL EBRO, S.L.",ES,,Hydro,41.3233679,-0.3455744,MENUZA,,,,
3057,50,,,Mieres,,HUNOSA,ES,,Non-renewable waste,43.272779,-5.809024,LA PEREDA,,,,
3058,1.942,,,Montaverner,,"KANUI ENERGIA, S.L.U.",ES,,Natural gas,38.8879246,-0.4948198,"KANUI ENERGIA, S.L.U.",,,,
3059,3.92,,,Pamplona/Iruna,,"INDUSTRIAS QUIMICAS DE NAVARRA, S.A.",ES,,Natural gas,42.8184538,-1.6442556,INQUINASA,,,,
3060,3.075,,,Alfarp,1999,"CATENVA, S.L.",ES,,Natural gas,39.2767351,-0.5605091,CATENVA,,,,
3061,1,,,Valdovino,,"LUSO HISPANA DE ACUICULTURA, S.L.",ES,,Oil,43.6068643,-8.143537,LUSO HISPANA DE ACUICULTURA,,,,
3062,1.07,,,Tui,,"SUCESORES SEVERINO GOMEZ, S.A.",ES,,Natural gas,42.0500008,-8.6443548,SUCESORES SEVERINO GOMEZ,,,,
3063,0.876,,,Miranda de Ebro,,"CIENER, S.A.U.",ES,,Hydro,42.6855632,-2.9478451,LA ARBOLEDA,,,,
3064,0.995,,,Cheste,,"INDUSTRIAS PILATO, S.A.",ES,,Natural gas,39.4938936,-0.6843852,INDUSTRIAS PILATO,,,,
3065,12.9,,,Valencia,,FERIA MUESTRARIO INTERNACIONAL VALENCIA,ES,,Natural gas,39.4699014,-0.3759513,FERIA MUESTRARIO INTERNACIONAL DE VALENCIA,,,,
3066,1.232,,,Errenteria,1999,"GESTION DE CENTRALES DEL ANARBE, S.A.",ES,,Hydro,43.3125271,-1.8986133,ANARBE (PIE DE PRESA),,,,
3067,3.392,,,Toledo,1998,"GALVANIZACION TOLEDO, S.L.",ES,,Natural gas,39.8560679,-4.0239568,ZINC METAL,,,,
3068,2.24,,,Ourol,,AUXIME,ES,,Hydro,43.5640334,-7.6425182,SANTA MARINA,,,,
3069,3.73,,,Arteixo,1999,"SABONDEL, S.L.",ES,,Natural gas,43.3045943,-8.508275,SABONDEL,,,,
3070,15,,,Vall dAlba,,"ABENGOA SERVICIOS URBANOS, S.A.",ES,,Natural gas,40.17587,-0.0350962,ABENGOA SERVICIOS URBANOS,,,,
3071,4.885,,,Dos Hermanas,1999,"COGENERACION DEL SUR, S.A.",ES,,Natural gas,37.283689,-5.9226718,COGENERACION DEL SUR,,,,
3072,0.999,,,Marcilla,2008,"ENERGIAS MARGUA,S.A.",ES,,Natural gas,42.3258784,-1.7380991,ENERGIAS MARGUA,,,,
3073,6.69,,,Banyoles,2000,"COGENERACION DE BANYOLES, AIE",ES,,Natural gas,42.1180477,2.7653607,COGENERACION BANYOLES,,,,
3074,18.801,,,Pobla de Claramunt (La),1999,"ROFEICA ENERGIA, S.A.",ES,,Oil,41.5551874,1.6747485,PAPELERA ROMANI,,,,
3075,2.32,,,Sarroca de Bellera,2001,"HIDROELECTRICA DEL SERRADO, SL",ES,,Hydro,42.3595877,0.8812388,EL SERRADO,,,,
3076,3.44,,,Guissona,2001,"CORPORACION ALIMENTARIA DE GUISSONA, SA",ES,,Natural gas,41.785242,1.289032,GUISSONA-CLOSA,,,,
3077,14.908,,,Olivenza,,"PROGREEN ENERGY, S.L.",ES,,Natural gas,38.6196766,-7.134134411,PROGREEN ENERGY,,,,
3078,1.02,,,Pedraja de Portillo (La),,"ANSELMO LEON-HIDRAULICA, S.L.",ES,,Hydro,41.4709074,-4.6468964,EL CARDIEL,,,,
3079,1.333,,,Villasur de Herreros,,"REDONDO HERMANOS, S.L.",ES,,Hydro,42.3082255,-3.3938217,CENTRAL DE ARLANZON,,,,
3080,16.5,,,Puente Genil,,"SECADEROS DE BIOMASA, S.L.",ES,,Natural gas,37.387395,-4.7716241,ALVARO ESPUNY,,,,
3081,1.944,,,Torrent,,"FIV-ONDULADOS, S.L.",ES,,Natural gas,39.42333775,-0.478919564,"FIV-ONDULADOS, S.L.",,,,
3082,4.8,,,Iznalloz,2006,"ENVASES URENA, S.A.",ES,,Oil,37.3928352,-3.5276704,ENVASES URENA,,,,
3083,0.55,,,Almacelles,,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",ES,,Hydro,41.7294989,0.4404763,ALMACELLES - CENTRAL 2,,,,
3084,0.85,,,Talavera de la Reina,,"CERAMICA J.RUIZ E HIJOS, S.A.",ES,,Oil,39.9603798,-4.8311717,CERAMICA J.RUIZ E HIJOS,,,,
3085,3.24,,,Betanzos,,"MADERAS BETANZOS, S.L.",ES,,Oil,43.279239,-8.2105792,MADERAS BETANZOS,,,,
3086,0.175,,,Algar de Mesa,,"USOS Y SERVICIOS ALGAR DE MESA,S.L.",ES,,Hydro,41.1346242,-1.9585567,ALGAR DE MESA,,,,
3087,0.984,,,Bellpuig,,COOPERATIVA TECNICA AGROPECUARIA,ES,,Natural gas,41.6254383,1.0117111,BELLPUIG,,,,
3088,11.36,,,Sallent de Gallego,,"ACCIONA SALTOS DE AGUA, S.L.",ES,,Hydro,42.77121,-0.3340877,SALLENT,,,,
3089,36,,,Sesue,,"ACCIONA SALTOS DE AGUA, S.L.",ES,,Hydro,42.541242,0.470317,SESUE,,,,
3090,1.803,,,Badalona,,AGRUPACION ENERGETICA HOSP.UNIVERS.,ES,,Natural gas,41.4493539,2.248254,HOSPITAL UNIVERSITARIO TRIAS I PUJOL,,,,
3091,1.125,,,Touro,,"MADERAS TOURO, S.L.",ES,,Oil,42.8672029,-8.3038132,MADERAS DE TOURO,,,,
3092,0.015,,,Vall de Bianya (La),,"MAS CUNI, C.B. (ANTES MAS CUNI, S.L.)",ES,,Hydro,42.24152075,2.432630539,MOLI DEN DAINA,,,,
3093,0.055,,,Ruente,,SALVADOR ERNESTO MOLLEDA GONZALEZ,ES,,Hydro,43.2598231,-4.2653671,LA DESEADA,,,,
3094,5.72,,,Lekeitio,2000,"MADERAS DE LEKEITIO, S.A.",ES,,Oil,43.3637081,-2.5059965,MADERAS DE LEKEITIO 1 Y 2 FASE,,,,
3095,3.492,,,Tordera,,"TIPMEGA, S.A.",ES,,Natural gas,41.700746,2.7188291,TIPMEGA,,,,
3096,0.453,,,Humanes,,"UNION DE INTERIORES, S.A.",ES,,Hydro,40.8277954,-3.1559074,LA PIZARRITA,,,,
3097,0.39,,,Alcobendas,,PATRONATO MUNICIPAL DEPORTES  ALCOBENDAS,ES,,Natural gas,40.5400082,-3.6358494,PATRONATO MUNICIPAL DEPORTES ALCOBENDAS,,,,
3098,3.45,,,Onzonilla,,"SUROLAIT, S.A.",ES,,Natural gas,42.5247476,-5.5819058,SUROLAIT (1 MG),,,,
3099,9.9,,,Loja,,"SORIA INGENIERIA, S.L.",ES,,Oil,37.1664851,-4.1497738,SORIA INGENIERIA,,,,
3100,15,,,Carmona,,"PROCESOS ECOLOGICOS CARMONA 1, S.A.",ES,,Natural gas,37.4718722,-5.6410543,PROCESOS ECOLOGICOS CARMONA 1,,,,
3101,15,,,Yunclillos,,"BETICA DE COGENERACION, S.A.",ES,,Natural gas,40.0212332,-3.990001,BETICA DE COGENERACION,,,,
3102,4.464,,,Santiago de Compostela,1999,"PAPELERA DE BRANDIA, S.A.",ES,,Natural gas,42.8804219,-8.5458608,PAPELERA DE BRANDIA,,,,
3103,0.98,,,Roda (La),1998,"INDUSTRIAS ANGEL MARTINEZ LOPEZ, S.L.",ES,,Natural gas,39.2065212,-2.1581208,COGENERACION INDUSTRIAS ANGEL MARTINEZ LOPEZ,,,,
3104,0.4,,,Arakil,,"YABAR MOLINO, S.L.",ES,,Hydro,42.9114974,-1.874174087,IHABAR,,,,
3105,0.499,,,Palencia,2007,"URBASER, S.A.",ES,,Biomass and biogas,42.0108856,-4.5328735,C.T.R. PALENCIA,,,,
3106,0.957,,,Caparroso,,"RIO TXABIER, S.L.",ES,,Other or unspecified energy sources,42.3395614,-1.6543719,RIO TXABIER,,,,
3107,0.26,,,Rivas-Vaciamadrid,2005,"TRIGEMER, SA",ES,,Natural gas,40.3536054,-3.5310879,"TRIGEMER, SA",,,,
3108,0.345,,,Allo,,ELECTRO HARINERA DE ALLO,ES,,Hydro,42.5673713,-2.0211169,MOLINO DE ALLO,,,,
3109,0.652,,,Aoiz/Agoitz,,"ELECTRA ECAY, S.A.",ES,,Hydro,42.7862771,-1.3694757,ECAY,,,,
3110,0.08,,,Uharte-Arakil,,"ELECTRA LARRAUN, S.A.",ES,,Hydro,42.9199485,-1.9687562,LARRAUN,,,,
3111,4.311,,,Ollo,,"SERVICIOS COMARCA DE PAMPLONA, S.A.",ES,,Hydro,42.8672278,-1.8584392,EGUILLOR,,,,
3112,4.806,,,Madrid,,"ENERLASA, S.A.",ES,,Natural gas,40.4167047,-3.7035825,ENERLASA,,,,
3113,21.49,,,Figueruelas,,"GENERAL MOTORS ESPANA, S.L.",ES,,Natural gas,41.7661327,-1.1751849,OPEL ESPANA,,,,
3114,0.3,,,Castrillo de Riopisuerga,,"M.G.PIEDRA NAT.HNOS. SALAZAR, S.L.",ES,,Hydro,42.5150153,-4.252278,MOLINO DE MENCHU,,,,
3115,3.15,,,Bonar,2006,"BONAR ENERGIA, S.L.",ES,,Hydro,42.866767,-5.3233221,SALTO DE BONAR,,,,
3116,0.09,,,Balmaseda,2004,ENTE VASCO DE LA ENERGIA,ES,,Hydro,43.195853,-3.1966111,C.H.FAB. BOINAS LA ENCARTADA,,,,
3117,0.6,,,Amezketa,2004,"ZAZPITURRI, S.A.",ES,,Hydro,43.0489646,-2.0878104,C.H. ZAZPITURRIETA,,,,
3118,5.32,,,Tijola,2006,"AGUAS DE LAS CUENCAS MEDITERRANEAS, S.A.",ES,,Hydro,37.3449275,-2.4391712,C. H. TIJOLA,,,,
3119,0.691,,,Lalin,,"HIDROELECTRICA DE LALIN, S.L.",ES,,Hydro,42.6614127,-8.1109759,C.H. DE CASTELO,,,,
3120,0.26,,,Iurreta,,"ELECTRA LARRANAGA, S.L.",ES,,Hydro,43.1763178,-2.6338582,C.H. OROBIO,,,,
3121,1,,,Cambre,,"TECNICAS DE NUTRICION, S.A.",ES,,Oil,43.2915106,-8.3434032,COGENERACION TECNICAS DE NUTRICION,,,,
3122,15,,,Fuente Alamo de Murcia,,"CARDENAL BELLUGA, S.L.",ES,,Natural gas,37.7226135,-1.1722273,FUENTE ALAMO V,,,,
3123,15,,,Fuente Alamo de Murcia,,"CARDENAL BELLUGA, S.L.",ES,,Natural gas,37.7226135,-1.1722273,FUENTE ALAMO IV,,,,
3124,0.583,,,Cieza,,"NUEVOS RIEGOS EL PROGRESO, S.A.",ES,,Hydro,38.2391277,-1.4189645,HOYA GARCIA (AMPLIACION DE LA RE-0071),,,,
3125,7.62,,,Idiazabal,,AMPO S. COOP.,ES,,Natural gas,43.0106787,-2.2336128,COGENERACION AMPO,,,,
3126,1.539,,,Molledo,,"ROYO ENERGIA, S.L.",ES,,Hydro,43.15187,-4.0428,APROVECHAMIENTO HIDROELECTRICO  PORTOLIN,,,,
3127,23.43,,,Martos,,"ECOLOGICA LAMARCA, S.A.",ES,,Natural gas,37.7222633,-3.9703241,"ECOLOGICA LAMARCA, II",,,,
3128,14.94,,,Lorca,,"ENERGIAS ALTERNATIVAS MURCIANAS, S.A.",ES,,Natural gas,37.6715679,-1.6988053,HINOJAR III,,,,
3129,6.267,,,Linares,,"BIOJAEN, S.L.",ES,,Natural gas,38.0928249,-3.6343581,BIOJAEN,,,,
3130,10,,,Pinos Puente,2002,"ORUJERA SIERRA SUR, S.L.",ES,,Natural gas,37.2516033,-3.749268,ORUJERA SIERRA SUR,,,,
3131,8.169,,,Villa del Rio,,"BECOSA ENERGIAS RENOVABLES, S.A.",ES,,Natural gas,37.980817,-4.2916403,BECOSA VILLA DEL RIO,,,,
3132,4.076,,,Venta de Banos,,"INICIATIVAS HIDROELECTRICAS, S.A.",ES,,Hydro,41.9206919,-4.4931598,CENTRAL DE CERRATO,,,,
3133,0.95,,,Oiartzun,,AGROALDEA COGENERACION S.L,ES,,Natural gas,43.2984861,-1.8596587,AGROALDEA COGENERACION S.L,,,,
3134,0.95,,,Donostia-San Sebastian,,AKULAR ARGI S.L.,ES,,Natural gas,43.3224219,-1.9838889,AKULAR ARGI S.L.,,,,
3135,2,,,Puebla de Lillo,,"C. HIDROELECTRICA DE CAMPOSOLILLO, S.L.",ES,,Hydro,43.0082517,-5.2742117,CAMPOSOLILLO,,,,
3136,1.2,,,Logrono,,CONSTRUCCIONES ESPECIALES Y DRAGADOS,ES,,Other or unspecified energy sources,42.4661196,-2.4396676,EDAR DE LOGRONO,,,,
3137,2.096,,,Malaga,2006,"SERVICIOS DE LIMPIEZA INTEGRAL DE MALAGA III, S.A.",ES,,Biomass and biogas,36.7213028,-4.4216366,INSTALACION DE GENERACION ELECTRICA CON BIOGAS DEL VERTEDERO DE LOS RUICES,,,,
3138,0.185,,,Cardona,,"TEXTILS AIGUADORA, S.A.L.",ES,,Hydro,41.9142758,1.68133,C.H. EL CALVET,,,,
3139,1.157,,,Valdelageve,,"ENERGIAS REUNIDAS, S.L.",ES,,Hydro,40.3691265,-5.9910255,C.H. VALDELAGEVE,,,,
3140,0.2,,,Benasque,,AYUNTAMIENTO DE BENASQUE,ES,,Hydro,42.62309905,0.583939912,LA RUDA,,,,
3141,3.492,,,Alcolea de Cinca,1995,"PAPELES Y CARTONES DE EUROPA, S.A. (EUROPAC)",ES,,Natural gas,41.721179,0.1172654,"PAPELES Y CARTONAJES DE EUROPA, S.A.",,,,
3142,0.4,,,Reocin,,"HIDROELECTRICA DEL CADAGUA, S.A.",ES,,Hydro,43.3385634,-4.0987621,LA FLOR,,,,
3143,1.3,,,Aranga,,"NAVARRO GENERACION, S.A.",ES,,Hydro,43.2340593,-8.0160606,LA CASTELLANA,,,,
3144,0.52,,,Ponteceso,,HIDRO ENERGIA XANA,ES,,Hydro,43.2428181,-8.9005051,ANLLONES,,,,
3145,3,,,Cerdedo,,"HIDROELECTRICA DEL FORCADAS, S.A.",ES,,Hydro,42.5329399,-8.390242114,CERDEDO,,,,
3146,3.584,,,Soba,,"CIENER, S.A.",ES,,Hydro,43.19150545,-3.562367183,GANDARA,,,,
3147,2.25,,,Valls dAguilar (Les),,"IBERICA DE ENERGIAS, S.L.",ES,,Hydro,42.31000255,1.245256226,C.H. CASTELLAS,,,,
3148,9.9,,,Cartagena,2007,"BUNGE IBERICA, S.A.",ES,,Natural gas,37.6267868,-1.0006184,PLANTA DE COGENERACION,,,,
3149,15,,,Fortuna,,MUSA,ES,,Natural gas,38.1800547,-1.1259457,MUSA V,,,,
3150,0.048,,,Guixers,2004,"FERRER-PUIG, SCP",ES,,Hydro,42.1291555,1.641571,MOLI DEN MONEGAL,,,,
3151,0.9,,,Sanxenxo,2012,"SOLVIDA SANXENXO, S.L.",ES,,Oil,42.4003559,-8.8065952,COGENERACION SOLVIDA SANXENXO,,,,
3152,0.03,,,Cervera de Pisuerga,2006,"HYANOR, S.L.",ES,,Other or unspecified energy sources,42.8635509,-4.4972234,I.F. LIGUERZANA 1,,,,
3153,6,,,Campo de Criptana,2001,"MOSTOS, VINOS Y ALCOHOLES, S.A.",ES,,Other or unspecified energy sources,39.4052539,-3.1254826,PLANTA TRATAMIENTO  DE BIOMASA,,,,
3154,0.07,,,Manlleu,,AJUNTAMENT DE MANLLEU,ES,,Hydro,41.9999811,2.2841159,CAN FILTEX,,,,
3155,12,,,Reocin,2008,"MEDIO AMBIENTE,  AGUA Y RESIDUOS Y ENERGIA, S.A. (MARE)",ES,,Other or unspecified energy sources,43.3385634,-4.0987621,PLANTA DE SECADO TERMICO DE FANGOS EDAR,,,,
3156,0.88,,,Monfero,2006,"HIDRO ANDURINA, SL",ES,,Hydro,43.3343296,-8.0552976,CH RIO BAXOI O ANDURINA,,,,
3157,1,,,Castro Caldelas,2008,"PRODUCTORA ELECTRICA DEL CASTRO, SL",ES,,Hydro,42.3747733,-7.4151729,APROVECHAMIENTO HIDROELECTRICO CASTRO CALDELAS,,,,
3158,1,,,Castellar del Valles,2008,"GRAU, SA",ES,,Natural gas,41.6138122,2.0875963,GRAU,,,,
3159,2.546,,,Montalban de Cordoba,2008,"VALORIZACION ENERGETICA DE GAS DE VERTEDERO, S.L.",ES,,Biomass and biogas,37.5814618,-4.7496714,"VALORIZACION ENERGETICA DE GAS DE VERTEDERO, S.L.",,,,
3160,0.1,,,Anglesola,,COMUNITAT GENERAL DE REGANTS DELS CANALS DURGELL,ES,,Hydro,41.6593325,1.0825231,PARTIDA DONA MORTA,,,,
3161,7.21,,,Leitza,1999,TORRASPAPEL S.A.,ES,,Natural gas,43.0806959,-1.9163064,SARRIOPAPEL Y CELULOSA,,,,
3162,2,,,Camarasa,1971,"HIDRODATA, SA",ES,,Hydro,41.8756649,0.8778945,CH SANT LLORENC DE MONTGAI,,,,
3163,1,,,Ribes de Freser,1989,"HIDRODATA, SA",ES,,Hydro,42.3057283,2.167817,CH CARBURS,,,,
3164,0.676,,,Totana,1970,"VIESGO RENOVABLES, S.L",ES,,Hydro,37.7710024,-1.5001618,CENTRAL HIROELECTRICA DE GUARDA,,,,
3165,1.773,,,Moratalla,1959,"VIESGO RENOVABLES, S.L",ES,,Hydro,38.1884392,-1.8909344,CENTRAL HIROELECTRICA DE MORATALLA,,,,
3166,0.408,,,Herrera de Pisuerga,1997,"HIDROELECTRICA DE LA LERA, S.L.",ES,,Hydro,42.5938269,-4.3310029,LA LERA,,,,
3167,0.337,,,Lesaka,,SERVICIOS DE TXINGUDI-TXINGUIDKO ZERBITZUAK S.A,ES,,Hydro,43.2472275,-1.7038681,DOMIKO,,,,
3168,5,,,Alcolea de Cinca,,"PAPELES Y CARTONES DE EUROPA, S.A. (EUROPAC)",ES,,Other or unspecified energy sources,41.721179,0.1172654,"AMPLIACION PAPELES Y CARTONAJES DE EUROPA, S.A.",,,,
3169,5.015,,,Onati,,"ENERGIA PORTATIL COGENERACION, S.A.",ES,,Natural gas,43.0328523,-2.4137149,ENERGIA PORTATIL COGENERACION,,,,
3170,0.4,,,Balsareny,,"CREACIONES TEXTILES BILBILIS, SA",ES,,Hydro,41.8631839,1.8755997,LA RABEYA,,,,
3171,0.256,,,Llanars,1984,SUD-EST. S.L.,ES,,Hydro,42.3197051,2.3435638,FEITUS,,,,
3172,6.2,,,Viana,1996,"ACCIONA ENERGIA, S.A.",ES,,Hydro,42.5154725,-2.3713437,VIANA III,,,,
3173,0.08042,,,San Millan de la Cogolla,1988,"ERROTA ELECTRIC, S.L.",ES,,Hydro,42.3295206,-2.8617801,LUGAR DEL RIO,,,,
3174,0.985,,,Oris,,"AFEX ELECTRONICS, SA",ES,,Hydro,42.06515445,2.212190954,LA MAMBLA,,,,
3175,1.025,,,Gualba,,"POLIGONO INDUSTRIAL CAN SEDO, S.A.",ES,,Hydro,41.7321147,2.5018684,GUALBA III,,,,
3176,4.9,,,Candeleda,,"ENEL GREEN POWER ESPANA, S.L.",ES,,Hydro,40.1557248,-5.2409617,EL ROSARITO,,,,
3177,5.68,,,Puentes Viejas,,"HIDRAULICA SANTILLANA, S.A.",ES,,Hydro,40.96865815,-3.594681126,EL VILLAR,,,,
3178,6.528,,,Barakaldo,,"PRODUCTOS DE FUNDICION,S.A(PROFUSA)",ES,,Other or unspecified energy sources,43.29548,-2.9900933,PROFUSA,,,,
3179,9.14,,,Villagonzalo,,"HIDRO ENERGIA XANA, S.L.U.",ES,,Hydro,38.8635538,-6.1970944,ALANGE,,,,
3180,8.64,,,Bunol,,"AUREVAL, S.L.",ES,,Non-renewable waste,39.4189582,-0.7909637,AUREVAL,,,,
3181,0.25,,,Tolosa,,"C.H. USABAL, S.L.",ES,,Hydro,43.1386097,-2.0723558,USABAL,,,,
3182,19.686,,,Cerezo de Rio Tiron,2009,"ENERCRISA, S.A.",ES,,Natural gas,42.4919916,-3.1356369,ENERCRISA,,,,
3183,3.39,,,Mollerussa,2010,NUFRI SAT 1596,ES,,Natural gas,41.6330928,0.895495,CG NUFRI-1,,,,Combustion engine
3184,1.396,,,Girona,2012,"NESTLE ESPANA, SA",ES,,Other or unspecified energy sources,41.9793006,2.8199439,NESTLE,,,,
3185,2.4,,,Talarn,,"PORTMAN GOLF,SA",ES,,Hydro,42.1860349,0.8995312,TALARN III,,,,
3186,0.89,,,Sant Quirze de Besora,,"EDIFICIOS BEN,SA",ES,,Hydro,42.101426,2.2170289,SANT QUIRZE DE BESORA,,,,
3187,0.091,,,Baga,,"TEIXITS GONFAUS, S.A.",ES,,Hydro,42.2527659,1.8625903,BAGA,,,,
3188,1.4,,,Noblejas,,"MINICENTRALES DOS, S.A.",ES,,Hydro,39.9803187,-3.4403876,LA ALDEHUELA,,,,
3189,0.196,,,Olot,2012,"ESTEBAN ESPUNA, SA",ES,,Other or unspecified energy sources,42.1822177,2.4890211,CG ESPUNA,,,,
3190,0.954,,,Langreo,1996,"COGENERACION Y MANTENIMIENTO, A.I.E",ES,,Other or unspecified energy sources,43.2955423,-5.6839733,HOSPITAL DEL VALLE DEL NALON,,,,
3191,10,,,Arnoia (A),,"HIDROELECTRICA DEL GIESTA,SRL",ES,,Hydro,42.2287479,-8.1116326,C.H. ARNOYA  (MODIFICADA 7-12-05),,,,
